date,temperature_2m_max,temperature_2m_min,precipitation_sum,shortwave_radiation_sum,wind_speed_10m_max,relative_humidity_2m_mean,ndvi_mean,ndmi_mean,ndre_mean,evi_mean,gndvi_mean,msi_mean,ndvi_mean_daily,precip_7d,tmean,tmean_7d,rh_7d
2024-01-10,15.4000,3.0000,0.0000,10.7700,10.1000,77,,,,,,,0.4316,2.0000,9.2000,9.9071,81.1429
2024-01-11,14.6000,2.4000,0.0000,8.2500,9.0000,85,,,,,,,0.4338,1.4000,8.5000,10.0500,80.2857
2024-01-12,15.1000,3.8000,0.0000,8.9000,7.8000,88,,,,,,,0.4359,1.2000,9.4500,10.0714,80.5714
2024-01-13,14.4000,4.8000,0.0000,4.3400,9.7000,85,,,,,,,0.4381,1.2000,9.6000,9.8500,81.8571
2024-01-14,15.2000,9.8000,1.3000,4.5300,8.2000,82,,,,,,,0.4402,2.5000,12.5000,9.9786,83.0000
2024-01-15,16.6000,10.2000,0.0000,7.8600,13.7000,74,,,,,,,0.4424,2.4000,13.4000,10.5286,81.4286
2024-01-16,14.1000,8.9000,0.0000,5.6300,12.5000,72,,,,,,,0.4445,1.3000,11.5000,10.5929,80.4286
2024-01-17,13.9000,6.3000,0.0000,8.2900,8.1000,77,,,,,,,0.4467,1.3000,10.1000,10.7214,80.4286
2024-01-18,15.0000,8.2000,0.0000,8.4400,11.6000,74,,,,,,,0.4488,1.3000,11.6000,11.1643,78.8571
2024-01-19,13.6000,8.8000,0.2000,6.3300,11.2000,75,,,,,,,0.4510,1.5000,11.2000,11.4143,77.0000
2024-01-20,12.2000,7.7000,2.2000,6.3100,11.8000,74,,,,,,,0.4531,3.7000,9.9500,11.4643,75.4286
2024-01-21,8.6000,2.8000,10.0000,1.5200,22.6000,84,,,,,,,0.4553,12.4000,5.7000,10.4929,75.7143
2024-01-22,6.6000,0.6000,2.0000,8.1000,10.0000,74,,,,,,,0.4574,14.4000,3.6000,9.0929,75.7143
2024-01-23,3.8000,1.3000,1.7000,2.8000,13.9000,83,,,,,,,0.4596,16.1000,2.5500,7.8143,77.2857
2024-01-24,4.1000,0.6000,2.9000,3.3300,13.3000,83,,,,,,,0.4617,19.0000,2.3500,6.7071,78.1429
2024-01-25,5.7000,-3.2000,0.8000,7.2800,8.2000,84,,,,,,,0.4638,19.8000,1.2500,5.2286,79.5714
2024-01-26,8.3000,-3.5000,0.1000,10.6200,8.4000,81,,,,,,,0.4660,19.7000,2.4000,3.9714,80.4286
2024-01-27,9.1000,0.3000,0.8000,9.8400,9.2000,83,,,,,,,0.4681,18.3000,4.7000,3.2214,81.7143
2024-01-28,8.9000,1.1000,0.2000,7.0100,7.8000,81,,,,,,,0.4703,8.5000,5.0000,3.1214,81.2857
2024-01-29,9.6000,2.8000,0.5000,6.5300,7.6000,80,,,,,,,0.4724,7.0000,6.2000,3.4929,82.1429
2024-01-30,9.3000,4.8000,0.0000,5.0200,6.9000,77,,,,,,,0.4746,5.3000,7.0500,4.1357,81.2857
2024-01-31,9.6000,4.8000,0.3000,4.1800,8.9000,81,,,,,,,0.4767,2.7000,7.2000,4.8286,81.0000
2024-02-01,12.8000,3.2000,0.0000,9.8100,11.6000,72,,,,,,,0.4789,1.9000,8.0000,5.7929,79.2857
2024-02-02,8.8000,6.3000,1.7000,2.2600,13.0000,87,,,,,,,0.4810,3.5000,7.5500,6.5286,80.1429
2024-02-03,7.2000,5.2000,1.4000,2.9700,13.2000,80,,,,,,,0.4832,4.1000,6.2000,6.7429,79.7143
2024-02-04,10.1000,2.5000,0.9000,9.3900,11.9000,78,,,,,,,0.4853,4.8000,6.3000,6.9286,79.2857
2024-02-05,7.7000,4.7000,1.0000,3.0900,10.5000,85,,,,,,,0.4875,5.3000,6.2000,6.9286,80.0000
2024-02-06,9.6000,4.2000,0.0000,5.1500,10.0000,81,,,,,,,0.4896,5.3000,6.9000,6.9071,80.5714
2024-02-07,8.1000,4.3000,0.5000,4.3400,9.7000,80,,,,,,,0.4918,5.5000,6.2000,6.7643,80.4286
2024-02-08,9.1000,2.2000,0.4000,6.9000,8.2000,78,,,,,,,0.4939,5.9000,5.6500,6.4286,81.2857
2024-02-09,13.9000,3.8000,0.1000,13.7100,10.0000,77,,,,,,,0.4961,4.3000,8.8500,6.6143,79.8571
2024-02-10,14.2000,0.9000,0.0000,13.4900,9.7000,83,0.4982,0.2041,0.3464,2.7916,0.4508,0.6985,0.4982,2.9000,7.5500,6.8071,80.2857
2024-02-11,15.1000,2.2000,0.0000,12.7700,9.8000,85,,,,,,,0.4875,2.0000,8.6500,7.1429,81.2857
2024-02-12,17.0000,3.2000,0.0000,13.3700,7.2000,81,,,,,,,0.4769,1.0000,10.1000,7.7000,80.7143
2024-02-13,18.4000,4.0000,0.0000,14.3600,7.5000,80,0.4662,0.2056,0.3311,3.1929,0.4151,0.6925,0.4662,1.0000,11.2000,8.3143,80.5714
2024-02-14,17.1000,6.3000,0.6000,5.0800,15.1000,71,,,,,,,0.5167,1.1000,11.7000,9.1000,79.2857
2024-02-15,16.7000,8.2000,0.5000,11.2000,10.7000,66,0.5672,0.1904,0.3880,1.9443,0.5302,0.7346,0.5672,1.2000,12.4500,10.0714,77.5714
2024-02-16,15.6000,2.8000,0.0000,14.9500,9.5000,76,,,,,,,0.5447,1.1000,9.2000,10.1214,77.4286
2024-02-17,17.6000,3.5000,0.0000,14.0600,8.9000,77,,,,,,,0.5222,1.1000,10.5500,10.5500,76.5714
2024-02-18,19.9000,4.8000,0.0000,14.5000,15.0000,75,0.4997,0.2154,0.3606,2.8841,0.4552,0.6783,0.4997,1.1000,12.3500,11.0786,75.1429
2024-02-19,18.7000,9.6000,0.0000,11.6700,13.5000,54,,,,,,,0.2872,1.1000,14.1500,11.6571,71.2857
2024-02-20,18.6000,7.8000,0.0000,12.2300,19.2000,58,0.0746,0.1866,0.0357,-0.0233,0.0021,0.6889,0.0746,1.1000,13.2000,11.9429,68.1429
2024-02-21,12.4000,6.7000,0.8000,5.2400,17.9000,53,,,,,,,0.0985,1.3000,9.5500,11.6357,65.5714
2024-02-22,7.3000,4.3000,0.0000,5.4500,18.4000,52,,,,,,,0.1225,0.8000,5.8000,10.6857,63.5714
2024-02-23,5.8000,2.3000,0.0000,4.6900,16.5000,67,,,,,,,0.1464,0.8000,4.0500,9.9500,62.2857
2024-02-24,9.1000,0.4000,0.0000,12.0100,10.2000,69,,,,,,,0.1703,0.8000,4.7500,9.1214,61.1429
2024-02-25,9.9000,-1.0000,0.0000,11.2000,13.9000,70,,,,,,,0.1943,0.8000,4.4500,7.9929,60.4286
2024-02-26,10.1000,3.8000,0.1000,8.3600,9.1000,69,,,,,,,0.2182,0.9000,6.9500,6.9643,62.5714
2024-02-27,11.1000,5.1000,0.7000,7.6500,15.7000,72,,,,,,,0.2421,1.6000,8.1000,6.2357,64.5714
2024-02-28,7.3000,5.7000,2.4000,2.6600,13.1000,87,,,,,,,0.2661,3.2000,6.5000,5.8000,69.4286
2024-02-29,12.9000,2.3000,1.6000,12.5000,14.0000,75,,,,,,,0.2900,4.8000,7.6000,6.0571,72.7143
2024-03-01,8.7000,4.9000,3.3000,4.9600,15.5000,83,,,,,,,0.3140,8.1000,6.8000,6.4500,75.0000
2024-03-02,11.4000,3.2000,0.8000,8.4600,12.8000,80,,,,,,,0.3379,8.9000,7.3000,6.8143,76.5714
2024-03-03,12.9000,6.2000,0.0000,7.5100,9.3000,77,,,,,,,0.3618,8.9000,9.5500,7.5429,77.5714
2024-03-04,14.9000,4.0000,0.0000,11.5100,10.8000,75,,,,,,,0.3858,8.8000,9.4500,7.9000,78.4286
2024-03-05,16.5000,5.2000,1.0000,10.3800,17.1000,64,,,,,,,0.4097,9.1000,10.8500,8.2929,77.2857
2024-03-06,15.3000,7.6000,0.3000,11.5400,13.7000,64,,,,,,,0.4336,7.0000,11.4500,9.0000,74.0000
2024-03-07,16.9000,8.2000,0.0000,12.4200,13.3000,55,,,,,,,0.4576,5.4000,12.5500,9.7071,71.1429
2024-03-08,16.1000,6.2000,0.5000,11.9100,13.0000,63,,,,,,,0.4815,2.6000,11.1500,10.3286,68.2857
2024-03-09,15.9000,5.7000,0.8000,12.1700,8.2000,78,,,,,,,0.5054,2.6000,10.8000,10.8286,68.0000
2024-03-10,15.8000,7.6000,1.9000,6.2600,13.9000,84,,,,,,,0.5294,4.5000,11.7000,11.1357,69.0000
2024-03-11,19.7000,5.6000,0.3000,18.1200,14.2000,77,0.5533,0.2242,0.3797,2.0178,0.5083,0.6763,0.5533,4.8000,12.6500,11.5929,69.2857
2024-03-12,17.1000,11.8000,1.3000,6.7200,13.5000,77,,,,,,,0.5327,5.1000,14.4500,12.1071,71.1429
2024-03-13,20.6000,9.2000,1.2000,15.5400,10.5000,63,,,,,,,0.5120,6.0000,14.9000,12.6000,71.0000
2024-03-14,20.0000,11.5000,1.7000,14.8200,14.6000,77,0.4914,0.1864,0.3415,2.2917,0.4554,0.7194,0.4914,7.7000,15.7500,13.0571,74.1429
2024-03-15,21.5000,10.8000,0.0000,13.7300,12.7000,72,,,,,,,0.4980,7.2000,16.1500,13.7714,75.4286
2024-03-16,19.6000,14.1000,3.5000,6.9500,16.0000,78,,,,,,,0.5046,9.9000,16.8500,14.6357,75.4286
2024-03-17,19.4000,12.2000,0.7000,11.2300,12.8000,66,,,,,,,0.5112,8.7000,15.8000,15.2214,72.8571
2024-03-18,17.0000,11.2000,1.0000,6.5800,15.3000,69,,,,,,,0.5177,9.4000,14.1000,15.4286,71.7143
2024-03-19,18.2000,11.1000,3.7000,11.2400,12.7000,72,,,,,,,0.5243,11.8000,14.6500,15.4571,71.0000
2024-03-20,20.7000,10.1000,0.0000,17.4800,7.5000,65,,,,,,,0.5309,10.6000,15.4000,15.5286,71.2857
2024-03-21,22.1000,9.1000,0.0000,19.0300,10.1000,68,0.5375,0.2070,0.3712,1.9951,0.4993,0.6982,0.5375,8.9000,15.6000,15.5071,70.0000
2024-03-22,24.2000,11.3000,0.0000,15.1600,14.3000,68,,,,,,,0.3825,8.9000,17.7500,15.7357,69.4286
2024-03-23,27.1000,11.5000,0.0000,16.1000,17.9000,65,,,,,,,0.2274,5.4000,19.3000,16.0857,67.5714
2024-03-24,20.5000,13.4000,17.2000,7.7100,18.4000,70,0.0724,0.2420,0.0540,-0.1225,-0.0211,0.6158,0.0724,21.9000,16.9500,16.2500,68.1429
2024-03-25,22.6000,9.9000,4.1000,18.8100,18.4000,68,,,,,,,0.1740,25.0000,16.2500,16.5571,68.0000
2024-03-26,21.2000,14.2000,0.0000,10.4600,17.3000,70,,,,,,,0.2755,21.3000,17.7000,16.9929,67.7143
2024-03-27,17.8000,13.7000,7.7000,5.0400,13.9000,80,,,,,,,0.3771,29.0000,15.7500,17.0429,69.8571
2024-03-28,24.6000,8.6000,0.0000,20.0200,11.4000,71,,,,,,,0.4786,29.0000,16.6000,17.1857,70.2857
2024-03-29,26.3000,11.0000,0.0000,20.1500,12.5000,69,0.5802,0.2456,0.4089,2.3037,0.5267,0.6499,0.5802,29.0000,18.6500,17.3143,70.4286
2024-03-30,25.4000,15.8000,2.7000,15.5900,12.0000,68,,,,,,,0.5685,31.7000,20.6000,17.5000,70.8571
2024-03-31,26.0000,13.8000,1.5000,14.1100,7.2000,71,,,,,,,0.5567,16.0000,19.9000,17.9214,71.0000
2024-04-01,26.0000,15.8000,4.8000,13.0900,12.7000,75,,,,,,,0.5450,16.7000,20.9000,18.5857,72.0000
2024-04-02,27.8000,16.5000,2.1000,17.8900,11.1000,69,,,,,,,0.5333,18.8000,22.1500,19.2214,71.8571
2024-04-03,21.9000,15.6000,20.7000,6.1300,21.1000,78,,,,,,,0.5215,31.8000,18.7500,19.6500,71.5714
2024-04-04,23.5000,15.1000,3.7000,13.3800,15.8000,74,,,,,,,0.5098,35.5000,19.3000,20.0357,72.0000
2024-04-05,22.9000,15.0000,1.9000,15.0600,15.8000,79,,,,,,,0.4981,37.4000,18.9500,20.0786,73.4286
2024-04-06,16.0000,12.9000,5.2000,3.2400,12.1000,85,,,,,,,0.4863,39.9000,14.4500,19.2000,75.8571
2024-04-07,16.2000,12.3000,3.1000,6.0700,8.1000,86,,,,,,,0.4746,41.5000,14.2500,18.3929,78.0000
2024-04-08,20.9000,9.5000,0.3000,11.7900,8.7000,81,,,,,,,0.4629,37.0000,15.2000,17.5786,78.8571
2024-04-09,22.1000,13.8000,0.4000,13.1400,10.1000,78,,,,,,,0.4511,35.3000,17.9500,16.9786,80.1429
2024-04-10,23.9000,14.4000,0.0000,15.0200,10.4000,73,0.4394,0.2337,0.2916,2.0080,0.3591,0.6513,0.4394,14.6000,19.1500,17.0357,79.4286
2024-04-11,24.8000,14.9000,3.2000,18.0100,9.2000,75,,,,,,,0.4659,14.1000,19.8500,17.1143,79.5714
2024-04-12,25.9000,15.1000,0.0000,17.2300,8.5000,72,,,,,,,0.4923,12.2000,20.5000,17.3357,78.5714
2024-04-13,27.6000,17.5000,0.0000,15.4800,12.6000,71,0.5188,0.2409,0.3485,3.7161,0.4396,0.6382,0.5188,7.0000,22.5500,18.4929,76.5714
2024-04-14,29.9000,16.1000,0.0000,18.6400,12.6000,68,,,,,,,0.5365,3.9000,23.0000,19.7429,74.0000
2024-04-15,30.5000,19.4000,2.1000,14.0600,15.0000,63,0.5542,0.2413,0.3576,2.5036,0.4801,0.6354,0.5542,5.7000,24.9500,21.1357,71.4286
2024-04-16,28.0000,18.2000,5.3000,16.4000,16.2000,74,,,,,,,0.5504,10.6000,23.1000,21.8714,70.8571
2024-04-17,24.2000,18.6000,6.6000,9.7200,7.9000,82,,,,,,,0.5467,17.2000,21.4000,22.1929,72.1429
2024-04-18,23.6000,17.9000,12.7000,8.7100,9.9000,86,,,,,,,0.5429,26.7000,20.7500,22.3214,73.7143
2024-04-19,25.8000,17.0000,0.3000,18.1700,15.8000,75,,,,,,,0.5392,27.0000,21.4000,22.4500,74.1429
2024-04-20,22.1000,16.2000,6.6000,5.0900,13.8000,80,,,,,,,0.5354,33.6000,19.1500,21.9643,75.4286
2024-04-21,25.0000,13.9000,0.3000,18.2600,9.4000,75,,,,,,,0.5317,33.9000,19.4500,21.4571,76.4286
2024-04-22,25.2000,16.6000,12.6000,17.8900,9.7000,77,,,,,,,0.5279,44.4000,20.9000,20.8786,78.4286
2024-04-23,22.1000,15.4000,1.4000,7.2600,13.3000,77,,,,,,,0.5242,40.5000,18.7500,20.2571,78.8571
2024-04-24,24.1000,13.1000,1.3000,17.6600,12.5000,76,,,,,,,0.5204,35.2000,18.6000,19.8571,78.0000
2024-04-25,25.0000,14.6000,0.0000,15.6500,11.5000,79,,,,,,,0.5167,22.5000,19.8000,19.7214,77.0000
2024-04-26,26.2000,14.7000,0.2000,16.2500,9.4000,76,,,,,,,0.5129,22.4000,20.4500,19.5857,77.1429
2024-04-27,28.6000,17.2000,0.1000,20.4900,13.0000,70,,,,,,,0.5092,15.9000,22.9000,20.1214,75.7143
2024-04-28,29.2000,17.8000,7.7000,17.4600,15.9000,75,,,,,,,0.5054,23.3000,23.5000,20.7000,75.7143
2024-04-29,23.7000,15.1000,9.9000,8.6400,26.4000,79,,,,,,,0.5017,20.6000,19.4000,20.4857,76.0000
2024-04-30,22.1000,14.3000,0.1000,17.2000,15.9000,59,,,,,,,0.4979,19.3000,18.2000,20.4071,73.4286
2024-05-01,17.3000,14.4000,7.9000,4.5300,10.1000,85,,,,,,,0.4941,25.9000,15.8500,20.0143,74.7143
2024-05-02,17.2000,13.9000,3.1000,4.6700,10.1000,87,,,,,,,0.4904,29.0000,15.5500,19.4071,75.8571
2024-05-03,20.4000,13.8000,0.5000,7.4300,10.0000,83,,,,,,,0.4866,29.3000,17.1000,18.9286,76.8571
2024-05-04,24.4000,14.6000,1.5000,17.7100,13.9000,74,,,,,,,0.4829,30.7000,19.5000,18.4429,77.4286
2024-05-05,26.5000,13.6000,0.0000,20.0000,9.1000,73,,,,,,,0.4791,23.0000,20.0500,17.9500,77.1429
2024-05-06,26.8000,16.1000,2.6000,18.5800,7.9000,75,,,,,,,0.4754,15.7000,21.4500,18.2429,76.5714
2024-05-07,26.6000,16.8000,4.0000,16.2500,12.4000,75,,,,,,,0.4716,19.6000,21.7000,18.7429,78.8571
2024-05-08,21.2000,17.6000,9.9000,4.9600,11.8000,87,,,,,,,0.4679,21.6000,19.4000,19.2500,79.1429
2024-05-09,26.4000,15.1000,0.1000,20.3400,9.0000,79,,,,,,,0.4641,18.6000,20.7500,19.9929,78.0000
2024-05-10,25.5000,17.4000,2.5000,14.8800,9.4000,84,,,,,,,0.4604,20.6000,21.4500,20.6143,78.1429
2024-05-11,24.0000,18.6000,7.5000,7.8800,19.8000,78,,,,,,,0.4566,26.6000,21.3000,20.8714,78.7143
2024-05-12,26.3000,18.0000,0.0000,15.4000,14.4000,69,,,,,,,0.4529,26.6000,22.1500,21.1714,78.1429
2024-05-13,28.2000,14.8000,0.0000,23.2100,9.2000,72,0.4491,0.1137,0.2873,1.3684,0.4420,0.8293,0.4491,24.0000,21.5000,21.1786,77.7143
2024-05-14,29.5000,15.8000,0.3000,20.2900,9.5000,68,,,,,,,0.4458,20.3000,22.6500,21.3143,76.7143
2024-05-15,28.7000,18.1000,0.5000,18.6400,16.8000,75,,,,,,,0.4424,10.9000,23.4000,21.8857,75.0000
2024-05-16,29.9000,17.9000,1.0000,19.6600,10.4000,70,,,,,,,0.4391,11.8000,23.9000,22.3357,73.7143
2024-05-17,28.4000,20.3000,0.0000,10.8300,7.8000,72,,,,,,,0.4358,9.3000,24.3500,22.7500,72.0000
2024-05-18,29.4000,19.6000,3.8000,18.1500,12.2000,74,,,,,,,0.4325,5.6000,24.5000,23.2071,71.4286
2024-05-19,30.7000,18.4000,0.0000,20.8400,13.2000,67,,,,,,,0.4291,5.6000,24.5500,23.5500,71.1429
2024-05-20,30.9000,17.8000,0.0000,22.0100,12.6000,66,0.4258,0.0945,0.2548,1.3255,0.4145,0.8616,0.4258,5.6000,24.3500,23.9571,70.2857
2024-05-21,30.2000,18.9000,0.2000,20.6600,12.4000,65,,,,,,,0.3939,5.5000,24.5500,24.2286,69.8571
2024-05-22,31.1000,19.6000,0.5000,21.0900,9.0000,65,,,,,,,0.3621,5.5000,25.3500,24.5071,68.4286
2024-05-23,33.4000,22.0000,0.0000,20.9000,12.6000,58,0.3302,0.1274,0.2107,3.8754,0.2839,0.7904,0.3302,4.5000,27.7000,25.0500,66.7143
2024-05-24,35.5000,23.1000,0.0000,21.7400,14.7000,56,,,,,,,0.2936,4.5000,29.3000,25.7571,64.4286
2024-05-25,34.5000,23.5000,5.6000,16.6200,20.7000,66,0.2570,0.1286,0.1488,0.7880,0.2006,0.8315,0.2570,6.3000,29.0000,26.4000,63.2857
2024-05-26,34.7000,23.0000,0.1000,21.3300,14.3000,58,,,,,,,0.2458,6.4000,28.8500,27.0143,62.0000
2024-05-27,33.4000,24.1000,1.2000,17.3300,14.7000,57,,,,,,,0.2347,7.6000,28.7500,27.6429,60.7143
2024-05-28,27.5000,22.2000,14.2000,9.4000,14.2000,83,,,,,,,0.2235,21.6000,24.8500,27.6857,63.2857
2024-05-29,22.0000,19.2000,4.6000,4.3800,18.7000,84,,,,,,,0.2124,25.7000,20.6000,27.0071,66.0000
2024-05-30,29.2000,19.4000,0.0000,22.0000,19.5000,55,,,,,,,0.2012,25.7000,24.3000,26.5214,65.5714
2024-05-31,31.0000,19.2000,0.0000,20.7500,8.7000,56,,,,,,,0.1901,25.7000,25.1000,25.9214,65.5714
2024-06-01,27.7000,21.6000,0.3000,7.7900,12.9000,61,,,,,,,0.1789,20.4000,24.6500,25.3000,64.8571
2024-06-02,27.7000,19.9000,0.4000,12.5900,11.5000,67,,,,,,,0.1678,20.7000,23.8000,24.5786,66.1429
2024-06-03,24.5000,20.0000,0.2000,7.8200,14.0000,77,,,,,,,0.1566,19.7000,22.2500,23.6500,69.0000
2024-06-04,27.5000,18.6000,2.5000,18.6200,12.3000,72,,,,,,,0.1454,8.0000,23.0500,23.3929,67.4286
2024-06-05,28.0000,18.0000,0.0000,16.0300,9.7000,73,,,,,,,0.1343,3.4000,23.0000,23.7357,65.8571
2024-06-06,27.5000,21.2000,0.6000,11.7300,13.4000,73,,,,,,,0.1231,4.0000,24.3500,23.7429,68.4286
2024-06-07,25.5000,19.0000,1.2000,7.6300,9.5000,81,,,,,,,0.1120,5.2000,22.2500,23.3357,72.0000
2024-06-08,27.8000,21.0000,0.5000,17.4600,14.8000,72,,,,,,,0.1008,5.4000,24.4000,23.3000,73.5714
2024-06-09,27.5000,19.0000,0.0000,11.6000,7.4000,72,,,,,,,0.0897,5.0000,23.2500,23.2214,74.2857
2024-06-10,29.0000,18.9000,0.0000,17.5500,6.9000,72,,,,,,,0.0785,4.8000,23.9500,23.4643,73.5714
2024-06-11,31.2000,21.9000,1.9000,22.7000,10.6000,63,,,,,,,0.0674,4.2000,26.5500,23.9643,72.2857
2024-06-12,32.0000,19.6000,0.0000,22.1800,10.2000,69,0.0562,0.1505,0.0113,-0.2131,0.0173,0.7391,0.0562,4.2000,25.8000,24.3643,71.7143
2024-06-13,33.9000,23.8000,0.0000,20.8400,9.7000,59,,,,,,,0.0744,3.6000,28.8500,25.0071,69.7143
2024-06-14,35.2000,23.5000,0.0000,20.1300,9.1000,55,,,,,,,0.0926,2.4000,29.3500,26.0214,66.0000
2024-06-15,35.5000,23.5000,1.1000,15.5000,5.8000,52,,,,,,,0.1108,3.0000,29.5000,26.7500,63.1429
2024-06-16,31.3000,25.5000,2.0000,14.0900,18.8000,60,,,,,,,0.1291,5.0000,28.4000,27.4857,61.4286
2024-06-17,33.4000,22.4000,0.0000,17.6700,13.0000,57,,,,,,,0.1473,5.0000,27.9000,28.0500,59.2857
2024-06-18,30.4000,23.0000,4.6000,17.1000,13.1000,73,,,,,,,0.1655,7.7000,26.7000,28.0714,60.7143
2024-06-19,30.5000,22.6000,14.0000,20.5000,15.6000,81,0.1837,0.0769,0.1274,-0.6837,0.1430,0.8594,0.1837,21.7000,26.5500,28.1786,62.4286
2024-06-20,30.5000,22.8000,2.0000,17.6500,14.1000,80,,,,,,,0.2497,23.7000,26.6500,27.8643,65.4286
2024-06-21,29.7000,23.5000,0.5000,11.2200,13.7000,79,,,,,,,0.3156,24.2000,26.6000,27.4714,68.8571
2024-06-22,33.4000,22.1000,0.0000,18.9600,11.9000,62,0.3816,0.1442,0.2668,1.5141,0.3369,0.7511,0.3816,23.1000,27.7500,27.2214,70.2857
2024-06-23,30.9000,21.6000,0.0000,13.1200,9.8000,68,,,,,,,0.3992,21.1000,26.2500,26.9143,71.4286
2024-06-24,31.3000,21.5000,0.0000,12.6400,13.1000,73,,,,,,,0.4168,21.1000,26.4000,26.7000,73.7143
2024-06-25,30.2000,18.8000,0.9000,21.6500,8.9000,73,,,,,,,0.4344,17.4000,24.5000,26.3857,73.7143
2024-06-26,24.2000,21.1000,9.0000,6.6500,6.9000,88,,,,,,,0.4519,12.4000,22.6500,25.8286,74.7143
2024-06-27,27.1000,19.5000,6.7000,13.9200,8.9000,86,,,,,,,0.4695,17.1000,23.3000,25.3500,75.5714
2024-06-28,27.9000,20.5000,1.0000,13.5400,6.3000,84,,,,,,,0.4871,17.6000,24.2000,25.0071,76.2857
2024-06-29,30.0000,20.7000,0.1000,14.2600,9.7000,82,0.5047,0.1197,0.3548,2.7048,0.4521,0.8021,0.5047,17.7000,25.3500,24.6643,79.1429
2024-06-30,31.6000,21.5000,10.3000,20.8200,15.6000,82,,,,,,,0.4842,28.0000,26.5500,24.7071,81.1429
2024-07-01,29.9000,22.4000,46.3000,21.5300,20.9000,77,,,,,,,0.4636,74.3000,26.1500,24.6714,81.7143
2024-07-02,31.5000,22.4000,0.2000,16.6600,9.4000,74,0.4431,0.1742,0.3180,0.6271,0.3871,0.7157,0.4431,73.6000,26.9500,25.0214,81.8571
2024-07-03,29.0000,22.0000,2.0000,18.5800,10.8000,81,,,,,,,0.4559,66.6000,25.5000,25.4286,80.8571
2024-07-04,28.7000,21.5000,2.7000,13.0100,7.1000,83,,,,,,,0.4687,62.6000,25.1000,25.6857,80.4286
2024-07-05,31.2000,22.1000,2.5000,20.6700,9.2000,80,,,,,,,0.4816,64.1000,26.6500,26.0357,79.8571
2024-07-06,30.9000,23.2000,1.3000,16.4300,8.5000,84,,,,,,,0.4944,65.3000,27.0500,26.2786,80.1429
2024-07-07,31.9000,24.5000,4.1000,17.0600,16.4000,84,,,,,,,0.5072,59.1000,28.2000,26.5143,80.4286
2024-07-08,29.6000,24.2000,33.8000,13.0800,17.6000,86,,,,,,,0.5200,46.6000,26.9000,26.6214,81.7143
2024-07-09,26.8000,23.8000,44.9000,3.8800,12.6000,92,,,,,,,0.5328,91.3000,25.3000,26.3857,84.2857
2024-07-10,28.1000,23.8000,15.1000,5.7000,10.7000,87,,,,,,,0.5457,104.4000,25.9500,26.4500,85.1429
2024-07-11,31.5000,21.9000,0.3000,20.9200,10.1000,80,,,,,,,0.5585,102.0000,26.7000,26.6786,84.7143
2024-07-12,31.6000,24.0000,2.1000,20.9800,10.3000,83,0.5713,0.2005,0.4208,2.7006,0.5065,0.6852,0.5713,101.6000,27.8000,26.8429,85.1429
2024-07-13,28.6000,24.0000,10.6000,13.0100,14.1000,88,,,,,,,0.5719,110.9000,26.3000,26.7357,85.7143
2024-07-14,28.5000,23.6000,1.2000,12.9900,20.0000,83,,,,,,,0.5726,108.0000,26.0500,26.4286,85.5714
2024-07-15,30.5000,23.0000,1.0000,16.7000,14.6000,84,,,,,,,0.5732,75.2000,26.7500,26.4071,85.2857
2024-07-16,30.5000,24.0000,23.9000,14.9300,12.4000,91,,,,,,,0.5738,54.2000,27.2500,26.6857,85.1429
2024-07-17,28.6000,24.1000,48.8000,11.3300,17.4000,91,,,,,,,0.5745,87.9000,26.3500,26.7429,85.7143
2024-07-18,31.4000,23.2000,0.6000,19.7000,9.8000,83,,,,,,,0.5751,88.2000,27.3000,26.8286,86.1429
2024-07-19,30.6000,23.5000,4.4000,15.0400,10.8000,88,,,,,,,0.5757,90.5000,27.0500,26.7214,86.8571
2024-07-20,30.5000,24.5000,29.6000,15.1800,14.0000,89,,,,,,,0.5764,109.5000,27.5000,26.8929,87.0000
2024-07-21,29.8000,24.4000,17.2000,13.7300,9.9000,91,,,,,,,0.5770,125.5000,27.1000,27.0429,88.1429
2024-07-22,31.3000,23.5000,8.3000,15.5400,12.2000,87,,,,,,,0.5776,132.8000,27.4000,27.1357,88.5714
2024-07-23,30.8000,24.0000,19.4000,15.6500,13.0000,91,,,,,,,0.5783,128.3000,27.4000,27.1571,88.5714
2024-07-24,27.6000,24.2000,59.7000,4.8500,13.7000,92,,,,,,,0.5789,139.2000,25.9000,27.0929,88.7143
2024-07-25,31.2000,24.5000,0.0000,15.3300,10.6000,80,,,,,,,0.5796,138.6000,27.8500,27.1714,88.2857
2024-07-26,33.0000,22.8000,20.7000,20.1500,12.2000,78,,,,,,,0.5802,154.9000,27.9000,27.2929,86.8571
2024-07-27,30.8000,24.8000,11.3000,9.0500,14.3000,80,,,,,,,0.5808,136.6000,27.8000,27.3357,85.5714
2024-07-28,27.5000,23.4000,7.1000,8.0600,7.4000,83,,,,,,,0.5815,126.5000,25.4500,27.1000,84.4286
2024-07-29,29.6000,22.0000,0.0000,9.7300,13.0000,83,,,,,,,0.5821,118.2000,25.8000,26.8714,83.8571
2024-07-30,30.1000,23.0000,0.0000,15.8000,12.6000,80,,,,,,,0.5827,98.8000,26.5500,26.7500,82.2857
2024-07-31,31.9000,22.5000,0.0000,22.0100,7.7000,83,,,,,,,0.5834,39.1000,27.2000,26.9357,81.0000
